,Year,Artist,Track,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Time_Signature,Track_Popularity,Artist_Popularity,Hot
6619,2001,The Langley Schools Music Project,Sweet Caroline,0.38,0.158,7,-16.708,1,0.0336,0.816,0.156,0.129,0.133,125.439,179133,4,20,34,0
6620,2002,Natalia Lafourcade,Te Quiero Dar,0.743,0.617,2,-8.33,0,0.0606,0.226,1.01e-06,0.158,0.845,139.98,264107,4,44,77,0
6621,2010,Jason Isbell and the 400 Unit,Cigarettes and Wine,0.55,0.33,2,-9.543,1,0.0266,0.182,0.000336,0.126,0.309,109.852,407373,3,37,62,0
6622,2005,Backstreet Boys,Climbing the Walls,0.493,0.867,5,-4.035,1,0.0314,0.0522,0.0,0.265,0.22899999999999998,91.01100000000001,222307,4,40,80,0
6623,2004,Mireille Mathieu,La dernière valse (The Last Waltz),0.494,0.495,10,-5.736000000000001,1,0.0253,0.638,8.22e-06,0.129,0.312,106.07799999999999,187600,3,37,46,0
6624,2014,Jennifer Lopez,I Luh Ya Papi,0.731,0.74,8,-6.307,1,0.44799999999999995,0.449,0.0,0.13,0.589,96.015,207133,4,50,80,0
6625,2016,Jakey,Cafeteria,0.664,0.888,6,-3.7110000000000003,0,0.0344,0.0271,0.0481,0.35,0.317,108.87,227200,4,44,47,0
6626,2002,Johnny Paycheck,Ragged Old Truck,0.6890000000000001,0.662,9,-10.328,1,0.11900000000000001,0.466,0.0016300000000000002,0.10800000000000001,0.787,79.49,185493,4,23,52,0
6627,2010,Bo Burnham,OH BO (studio),0.669,0.713,8,-5.736000000000001,1,0.0533,0.214,0.0,0.319,0.741,133.881,303987,4,50,60,0
6628,2001,The Smiths,"Please, Please, Please Let Me Get What I Want - 2011 Remastered Version",0.24100000000000002,0.46799999999999997,2,-9.579,1,0.0272,0.534,0.0,0.161,0.451,91.581,112707,3,28,74,0
6629,2012,Lady Antebellum,On This Winter's Night,0.375,0.489,1,-7.862,1,0.0312,0.568,1.02e-06,0.10800000000000001,0.304,200.907,241747,3,39,70,0
6630,2015,Brantley Gilbert,Just As I Am,0.384,0.38,8,-9.56,1,0.046,0.8690000000000001,0.0,0.322,0.33299999999999996,134.885,245946,4,42,69,0
6631,2014,Gerard Way,No Shows,0.518,0.9570000000000001,1,-4.359,0,0.0453,0.000109,0.282,0.425,0.6779999999999999,120.007,252320,4,46,56,0
6632,2008,Francesca Battistelli,Someday Soon,0.504,0.826,7,-4.644,1,0.039,0.11599999999999999,0.0,0.0693,0.22399999999999998,125.041,229013,4,31,64,0
6633,2012,Rise Against,Rumors Of My Demise Have Been Greatly Exaggerated,0.631,0.925,8,-3.069,1,0.062,0.0112,0.000546,0.109,0.382,109.99799999999999,254280,4,31,75,0
6634,2004,Maroon 5,This Love - Acoustic,0.6559999999999999,0.62,1,-8.901,1,0.0598,0.524,1.7800000000000002e-05,0.389,0.6459999999999999,91.691,255293,4,51,90,0
6635,2003,Shankar Mahadevan,Koyi Jo Mila Toh Mujeh Aisa Lagata Tha,0.794,0.8809999999999999,1,-5.5889999999999995,0,0.195,0.446,0.0,0.317,0.0392,99.85799999999999,185720,4,29,53,0
6636,2001,"Phillips, Craig & Dean",Your Grace Still Amazes Me,0.292,0.17,0,-12.116,1,0.0331,0.8140000000000001,0.0,0.128,0.262,127.387,312308,4,23,54,0
6637,2015,Justin Quiles,Nunca Imagine - Remix,0.6559999999999999,0.773,8,-3.97,1,0.152,0.0698,0.0,0.305,0.544,180.09099999999998,206576,4,54,80,0
6638,2015,Joy Again,Looking Out for You,0.682,0.9,9,-5.0280000000000005,1,0.0873,0.0891,0.063,0.0685,0.937,100.721,179499,4,46,46,0
6639,2016,Perdidos De Sinaloa,Te Vas,0.675,0.45,2,-5.864,1,0.0259,0.7559999999999999,0.00156,0.0977,0.736,100.03399999999999,219385,4,45,64,0
6641,2006,Hans Zimmer,Three Musketeers,0.35100000000000003,0.0596,0,-21.68,1,0.0317,0.987,0.914,0.0633,0.12,90.05799999999999,164813,3,38,78,0
6642,2017,Star Cast,Bad Bish - From “Star” Season 2,0.833,0.685,6,-6.278,0,0.138,0.052000000000000005,5.12e-05,0.0924,0.66,115.98700000000001,187333,4,44,64,0
6643,2009,Doves,Kingdom Of Rust,0.44799999999999995,0.667,7,-9.216000000000001,0,0.0306,0.0208,0.7440000000000001,0.0812,0.44,105.126,311520,4,48,54,0
6644,2017,Katie Garfield,Gallows,0.28,0.545,4,-7.732,0,0.0529,0.0435,0.0027300000000000002,0.0573,0.0395,146.09799999999998,260068,4,57,45,0
6645,2004,Jennifer Peña,Vivo Y Muero En Tu Piel,0.49,0.54,3,-5.415,1,0.0281,0.48700000000000004,0.0,0.106,0.381,139.59799999999998,267240,4,31,41,0
6646,2007,Darude,Sandstorm,0.518,0.982,4,-7.13,0,0.0434,0.0157,0.9890000000000001,0.0328,0.498,136.033,229573,4,39,61,0
6648,2016,ARMNHMR,Fallen (feat. Desiree Dawson) (WILLIAM BLACK Remix),0.578,0.6779999999999999,0,-8.206,0,0.0666,0.14300000000000002,1.3e-06,0.14300000000000002,0.237,145.02100000000002,232923,4,52,52,0
6649,2014,Lauren Daigle,O' Lord - Radio Version,0.618,0.705,8,-6.297999999999999,1,0.0331,0.21899999999999997,0.0,0.0634,0.503,86.0,210387,4,47,78,0
6650,2005,Paul Brown,Winelight,0.708,0.632,10,-10.142999999999999,0,0.0361,0.483,0.87,0.0565,0.691,98.977,278893,4,32,45,0
6651,2017,Jeezy,Cold Summer (feat. Tee Grizzley),0.698,0.73,4,-4.54,1,0.223,0.0322,0.0,0.384,0.32299999999999995,90.001,181347,4,52,75,0
6652,2006,Sarah McLachlan,Silent Night,0.273,0.16,5,-14.475999999999999,1,0.031,0.9620000000000001,7.509999999999998e-05,0.076,0.0968,88.182,228360,3,35,64,0
6653,2013,Jhene Aiko,Stay Ready (What A Life),0.35200000000000004,0.494,8,-11.552999999999999,0,0.299,0.455,0.0046700000000000005,0.125,0.327,85.986,382720,4,34,79,0
6654,2000,Adrian Perticone,Alma Mía,0.562,0.353,2,-11.952,1,0.031,0.366,0.14800000000000002,0.0871,0.152,145.993,298267,4,35,41,0
6655,2013,Sammy Kershaw,Love of My Life,0.552,0.384,10,-9.641,1,0.0249,0.19,3.3e-05,0.0852,0.28600000000000003,139.986,266520,4,40,55,0
6657,2014,Adam Sanders,Nothin' to Do but Drink,0.499,0.836,4,-4.545,1,0.0468,0.08,1.47e-06,0.244,0.8690000000000001,156.02100000000002,196863,4,45,55,0
6658,2007,Deitrick Haddon Presents Voices of Unity,He's Able,0.3,0.851,9,-5.809,1,0.33899999999999997,0.0272,0.0,0.11,0.374,115.125,409427,4,37,27,0
6660,2000,Michael Lington,Twice in a Lifetime,0.579,0.5329999999999999,7,-10.245999999999999,0,0.0366,0.603,0.5479999999999999,0.0994,0.556,178.16099999999997,283867,4,28,44,0
6661,2017,Lulleaux,Contact,0.6509999999999999,0.76,7,-3.377,1,0.054000000000000006,0.35100000000000003,0.0,0.151,0.6729999999999999,96.204,141875,4,64,58,0
6662,2011,John Dreamer,Brotherhood,0.469,0.953,9,-3.0980000000000003,0,0.06,0.28800000000000003,0.889,0.0734,0.27399999999999997,120.037,243995,4,41,44,0
6663,2017,LOOΠΔ,Love Cherry Motion,0.708,0.878,1,-3.8080000000000003,1,0.0307,0.0187,0.0,0.111,0.764,136.993,221848,4,53,64,0
6664,2002,Banda Tierra Blanca,Juro Por Dios,0.684,0.809,2,-3.2939999999999996,1,0.0316,0.32899999999999996,0.0,0.22399999999999998,0.9420000000000001,125.025,200053,4,38,40,0
6665,2006,Alejandro Sanz,Toca Para Mi - Demo,0.512,0.5,1,-7.322,1,0.0389,0.511,0.0,0.10800000000000001,0.47700000000000004,141.894,241587,4,45,78,0
6666,2004,Quasimoto,Real Eyes,0.706,0.602,11,-8.306000000000001,0,0.342,0.00659,0.000138,0.4,0.479,89.69200000000001,202507,4,45,54,0
6667,2015,Borgeous,Zero Gravity (feat. Lights) - Radio Edit,0.49,0.809,4,-6.269,0,0.0569,0.0327,0.0,0.121,0.142,130.08,227077,4,53,68,0
6669,2016,Ghost,Nocturnal Me,0.42700000000000005,0.794,9,-7.933,1,0.043,0.0434,0.34700000000000003,0.228,0.273,83.041,313693,4,44,72,0
6670,2010,Bring Me The Horizon,The Sadness Will Never End,0.166,0.851,8,-5.44,1,0.128,4.24e-05,0.0011099999999999999,0.0835,0.0636,102.251,322360,4,31,77,0
6671,2008,Raffi,Down By The Bay,0.8140000000000001,0.19699999999999998,8,-9.676,1,0.0478,0.5429999999999999,0.0,0.233,0.847,102.038,127013,4,28,63,0
6672,2005,Dion & The Belmonts,The Majestic - Remastered 1991,0.514,0.6809999999999999,0,-10.747,1,0.0809,0.634,3.71e-06,0.7,0.691,68.426,148227,4,31,52,0
6674,2005,Floetry,My Apology,0.515,0.603,10,-7.8870000000000005,0,0.40299999999999997,0.0585,1.4400000000000001e-05,0.292,0.519,98.802,246453,4,28,54,0
6675,2015,The Weeknd,Prisoner,0.55,0.40399999999999997,0,-12.755,0,0.0398,0.441,0.00022,0.11,0.32899999999999996,135.016,274960,4,65,90,0
6676,2017,Hans.,Froyo (feat. Clairo & Aso),0.48700000000000004,0.318,7,-16.804000000000002,1,0.41100000000000003,0.893,0.0055899999999999995,0.0793,0.14800000000000002,92.874,121000,4,52,78,0
6677,2002,The Roots,Pussy Galore,0.578,0.912,4,-5.077,1,0.46,0.0176,0.0,0.374,0.6809999999999999,131.894,269280,5,27,64,0
6678,2001,Twila Paris,God Is All Around Us,0.506,0.17300000000000001,10,-14.276,1,0.0265,0.914,0.000455,0.0962,0.32799999999999996,85.671,231160,4,24,39,0
6679,2006,Between The Buried And Me,Three Of A Perfect Pair,0.519,0.8170000000000001,7,-7.452000000000001,0,0.043,0.0347,3.94e-06,0.105,0.799,176.80900000000003,251107,3,32,52,0
6680,2004,Nouvelle Vague,I Melt With You,0.7859999999999999,0.512,1,-9.068999999999999,1,0.0273,0.659,0.136,0.132,0.611,119.971,240880,4,41,57,0
6681,2017,Toro y Moi,Girl Like You,0.629,0.823,1,-5.744,1,0.0597,0.35,0.039,0.0801,0.397,169.96099999999998,223773,4,57,64,0
6682,2016,Alicia Keys,In Common - Kaskade Radio Mix,0.425,0.94,8,-4.438,1,0.14300000000000002,0.0417,1.63e-05,0.0894,0.337,117.928,197344,4,45,79,0
6683,2012,Charlie Zaa,Sentimientos: Un Disco Mas / Niegalo Todo,0.6609999999999999,0.787,5,-3.343,0,0.0288,0.659,3.84e-05,0.0985,0.77,130.10399999999998,340160,4,49,53,0
6684,2003,Voice Male,Where Can I Turn for Peace?,0.175,0.17,0,-11.919,1,0.0366,0.9540000000000001,0.0,0.10300000000000001,0.276,85.88600000000001,152947,1,24,37,0
6685,2001,Project Pat,Fuckin' with the Best (feat. Hypnotize Camp Posse),0.975,0.711,1,-5.197,1,0.0542,0.0254,0.0,0.0992,0.381,118.855,324800,4,30,62,0
6686,2015,Josh Groban,"Bring Him Home - From ""Les Misérables""",0.18600000000000003,0.20800000000000002,8,-10.789000000000001,1,0.0356,0.972,2.25e-05,0.0956,0.15,180.301,203853,4,46,69,0
6688,2002,Cristian Castro,Cuando Me Miras Así,0.787,0.326,0,-10.397,1,0.0294,0.251,0.0,0.11699999999999999,0.217,101.006,259667,4,45,72,0
6689,2011,Roxette,It Must Have Been Love,0.52,0.652,5,-6.655,1,0.0274,0.34,5.489999999999999e-05,0.256,0.722,80.609,258787,4,32,71,0
6690,2011,Mitch Murder,Shores of Orion,0.7340000000000001,0.629,6,-14.606,1,0.0464,0.40399999999999997,0.8290000000000001,0.0973,0.517,119.896,270789,4,35,51,0
6691,2004,The Exploited,(Fuck The) U.S.A.,0.264,0.941,0,-9.956,1,0.124,0.00046399999999999995,0.0,0.0802,0.145,137.72799999999998,202240,4,40,44,0
6692,2015,Vundabar,Darla,0.418,0.858,11,-8.047,1,0.0525,0.0636,0.00533,0.301,0.777,160.202,230942,4,39,50,0
6693,2014,Karen O,Ooo,0.381,0.302,10,-7.678,1,0.0311,0.85,0.0,0.2,0.193,166.96200000000002,88627,3,43,49,0
6694,2017,Bryce Fox,Horns,0.49,0.753,6,-5.41,1,0.239,0.081,2.74e-06,0.268,0.325,156.241,217626,4,59,64,0
6695,2005,Jay Chou,浪漫手機,0.565,0.504,10,-8.324,1,0.0325,0.6559999999999999,0.000202,0.11699999999999999,0.37799999999999995,170.023,238400,4,42,73,0
6696,2013,Streetlight Manifesto,"Oh Me, Oh My",0.35,0.9259999999999999,8,-4.5280000000000005,1,0.0988,0.0101,4.33e-06,0.35200000000000004,0.616,114.84200000000001,225013,4,37,56,0
6697,2000,Ghostface Killah,Saturday Nite - Edit,0.551,0.8859999999999999,1,-7.947,1,0.175,0.0363,0.0,0.664,0.726,90.277,99373,4,29,68,0
6698,2014,Jamie xx,Girl,0.511,0.61,8,-11.290999999999999,0,0.243,0.163,0.61,0.7440000000000001,0.48200000000000004,101.61399999999999,241505,4,48,64,0
6699,2010,Jesper Kyd,Echoes of the Roman Ruins,0.285,0.0974,2,-16.15,1,0.0455,0.575,0.893,0.10800000000000001,0.0425,119.934,171388,4,34,55,0
6700,2010,Various Artists,Sad Eyes - Remastered,0.32899999999999996,0.473,0,-7.329,1,0.0332,0.578,0.00158,0.11800000000000001,0.688,71.499,253213,4,27,8,0
6701,2004,Mahalia Jackson,Trouble of the World,0.508,0.17300000000000001,5,-11.882,0,0.0386,0.9620000000000001,0.0010199999999999999,0.10300000000000001,0.203,119.54899999999999,284133,3,28,42,0
6703,2006,DragonForce,Body Breakdown,0.271,0.9590000000000001,4,-5.0280000000000005,0,0.126,0.00391,5.2600000000000005e-05,0.326,0.217,199.97099999999998,418813,4,25,63,0
6704,2007,David Gray,Caroline,0.607,0.779,4,-9.451,1,0.0268,0.0686,0.000206,0.26899999999999996,0.851,130.968,219227,4,32,63,0
6705,2009,Messy Marv,Like Me,0.715,0.623,9,-7.742000000000001,0,0.35200000000000004,0.0711,0.0,0.158,0.32299999999999995,92.01700000000001,229733,4,26,45,0
6706,2002,Max Richter,Sketchbook,0.213,0.151,10,-20.475,0,0.051,0.893,0.9229999999999999,0.115,0.149,130.925,115907,5,20,77,0
6707,2000,Enya,Wild Child,0.6,0.37200000000000005,0,-10.477,1,0.0256,0.726,0.59,0.154,0.5529999999999999,79.705,227493,3,59,75,0
6708,2015,Joan Sebastian,Carrera a Muerte,0.759,0.455,0,-5.632000000000001,1,0.0382,0.578,0.0,0.133,0.875,122.449,199793,4,50,75,0
6709,2003,Soundtrack/Cast Album,Closed For Renovation,0.742,0.532,10,-10.272,1,0.0907,0.7120000000000001,0.0,0.151,0.879,142.252,101267,4,32,47,0
6710,2009,Various Artists,Alone This Holiday,0.257,0.8079999999999999,2,-5.269,1,0.0553,0.0033299999999999996,0.0,0.0753,0.125,175.89,175453,3,28,8,0
6712,2008,Trevor Hall,The Lion's Mane,0.505,0.20600000000000002,9,-18.612000000000002,1,0.16699999999999998,0.9209999999999999,2.0399999999999998e-05,0.0999,0.11,87.21700000000001,204467,4,36,62,0
6713,2007,Crystal Gayle,Why Have You Left The One You Left Me For,0.541,0.7070000000000001,10,-5.2010000000000005,1,0.0779,0.6,0.0,0.12,0.7609999999999999,145.137,175493,4,31,48,0
6714,2006,2Pac,Untouchable - Swizz Beatz Remix,0.6759999999999999,0.879,7,-3.32,1,0.22699999999999998,0.0241,0.0,0.27699999999999997,0.629,169.083,256133,4,28,82,0
6716,2002,Barbra Streisand,Guilty,0.6409999999999999,0.613,0,-8.601,1,0.0317,0.455,1.3e-06,0.371,0.9570000000000001,150.306,263867,4,35,68,0
6717,2003,The Darkness,Black Shuck,0.305,0.9229999999999999,9,-3.193,1,0.0554,0.0007639999999999999,0.00042699999999999997,0.10800000000000001,0.4,145.74200000000002,200133,4,40,60,0
6718,2014,AC/DC,Hard Times,0.57,0.758,9,-4.362,1,0.036000000000000004,5.6399999999999995e-05,0.0304,0.44799999999999995,0.451,93.095,164227,4,57,83,0
6719,2015,Vince Staples,Señorita,0.77,0.639,9,-8.283999999999999,0,0.121,0.0495,3.72e-05,0.331,0.158,125.0,188026,4,53,78,0
6720,2017,Tee Grizzley,Overlapped,0.757,0.578,1,-6.568,1,0.384,0.18,0.0,0.127,0.353,150.033,207049,4,45,79,0
6721,2015,Bs (A. Whiteman),Don't Have One (Say Something),0.511,0.171,2,-7.638999999999999,1,0.0376,0.95,3.18e-05,0.0813,0.154,134.69299999999998,227753,3,35,36,0
6722,2008,Lee Brice,Upper Middle Class White Trash,0.652,0.866,2,-3.385,1,0.0777,0.33299999999999996,0.0,0.276,0.649,122.17200000000001,216573,4,28,70,0
6723,2017,Chloe Foy,Flaws,0.27699999999999997,0.146,7,-11.845,1,0.037000000000000005,0.9179999999999999,0.0513,0.11,0.0394,113.85600000000001,213273,4,57,50,0
6724,2014,Novo Amor,Holland,0.498,0.174,1,-11.908,1,0.0371,0.907,0.0721,0.114,0.0905,137.994,159877,4,48,68,0
6725,2010,Wax Fang,World War II (Pt. 2),0.247,0.851,2,-6.405,1,0.0497,0.00193,0.00123,0.158,0.315,93.01299999999999,253120,3,31,39,0
6726,2000,Johann Sebastian Bach,"Cello Suite No. 1 in G Major, BWV 1007: I. Prélude",0.326,0.0455,4,-27.691,1,0.055999999999999994,0.993,0.932,0.11,0.563,146.487,148693,4,22,78,0
6727,2001,The Rat Pack,"The Lady Is A Tramp - Live At The Sands Hotel, Las Vegas/1963",0.442,0.74,9,-9.868,0,0.6509999999999999,0.745,0.0,0.945,0.607,98.132,241133,4,25,21,0
6728,2005,Slightly Stoopid,Nothin over Me,0.423,0.9840000000000001,4,-2.95,1,0.35600000000000004,0.16,0.000113,0.0813,0.187,94.8,80147,4,28,65,0
6730,2015,Flatland Cavalry,Love Me in the Water,0.556,0.62,10,-9.623,1,0.044000000000000004,0.19,0.0,0.195,0.525,152.165,219840,4,37,53,0
6731,2006,The Killers,Bones,0.47200000000000003,0.902,9,-3.6069999999999998,1,0.0643,0.000679,0.124,0.0822,0.5670000000000001,139.57,227000,4,59,80,0
6732,2015,Fetty Wap,Whateva (feat. Monty),0.489,0.5579999999999999,7,-7.037000000000001,0,0.36,0.0538,0.0,0.161,0.325,120.77799999999999,311318,5,38,79,0
6733,2017,Fabricants,Brain Relaxation,0.0,2e-05,11,-52.22,0,0.0,0.9620000000000001,0.027999999999999997,0.13699999999999998,0.0,0.0,175680,0,54,46,0
6734,2009,Banda Pequeños Musical,Otro de Esos Cuentos,0.579,0.6559999999999999,9,-3.995,1,0.055999999999999994,0.385,0.0,0.179,0.8320000000000001,159.813,195707,4,41,61,0
6735,2005,Bullet For My Valentine,Cries In Vain,0.478,0.905,7,-3.989,0,0.172,0.00402,1.37e-06,0.0781,0.46299999999999997,84.023,239520,4,28,73,0
6736,2014,Abhi The Nomad,Some Assembly Required,0.7609999999999999,0.161,9,-19.72,1,0.0534,0.304,7.979999999999999e-05,0.14,0.287,119.897,157000,4,41,54,0
6737,2008,Various Artists,Somebody's Watching Me,0.774,0.626,1,-6.821000000000001,0,0.0317,0.12300000000000001,4.01e-05,0.125,0.885,124.131,237027,4,46,8,0
6738,2011,Halloween Sounds,Halloween Sounds 3 Creepy Sound Effects,0.22,0.515,5,-23.728,0,0.297,0.8590000000000001,0.787,0.302,0.0384,130.965,149383,5,38,44,0
6739,2017,Holy Mattress Money,Blue Hundreds,0.7979999999999999,0.508,1,-6.989,1,0.0526,0.368,3.21e-06,0.265,0.675,110.012,216000,4,49,38,0
6741,2004,Jim Gaffigan,Having My Baby,0.475,0.5710000000000001,10,-19.598,0,0.937,0.833,0.0,0.722,0.226,144.343,248360,4,29,60,0
6742,2006,The Thermals,Here's Your Future,0.24600000000000002,0.96,9,-3.465,1,0.21600000000000003,0.0514,0.000101,0.0922,0.145,175.965,148867,4,40,41,0
6743,2000,Juda,Funde Mi Casa en la Roca,0.8320000000000001,0.7829999999999999,8,-7.642,1,0.0926,0.11699999999999999,0.000621,0.0831,0.8340000000000001,99.584,291550,4,21,61,0
6744,2011,Casting Crowns,Already There,0.551,0.833,11,-5.145,1,0.0374,0.215,0.0,0.179,0.324,129.971,271280,4,44,68,0
6745,2002,Trespassers William,Lie In The Sound,0.231,0.423,10,-8.818999999999999,1,0.0276,0.617,0.0018399999999999998,0.145,0.0534,99.955,342653,3,22,34,0
6747,2008,Girl Talk,No Pause,0.845,0.764,1,-7.247000000000001,1,0.156,0.0883,2.8000000000000003e-05,0.309,0.596,105.008,192184,4,42,50,0
6748,2001,Low,Dinosaur Act,0.406,0.204,7,-10.773,1,0.0251,0.33799999999999997,8.02e-05,0.109,0.109,71.475,253013,4,26,72,0
6751,2007,John Maus,Do Your Best,0.586,0.514,1,-11.31,0,0.0317,0.521,0.946,0.141,0.524,112.244,167253,4,44,55,0
6752,2006,The Raconteurs,"Steady, As She Goes",0.524,0.578,9,-4.563,1,0.12,0.0132,0.00921,0.10800000000000001,0.537,123.669,215267,4,62,62,0
6753,2011,El Komander,Trato De Muerte (feat. Los Buchones De Culiacan),0.7190000000000001,0.578,2,-6.182,1,0.0386,0.736,3.0299999999999998e-05,0.21899999999999997,0.961,115.149,199867,3,56,67,0
6754,2003,Streetlight Manifesto,A Moment of Violence,0.609,0.9179999999999999,9,-5.997999999999999,1,0.0894,0.0087,0.0,0.294,0.541,89.975,120387,4,38,56,0
6755,2006,Cherish,Do It To It,0.826,0.67,2,-5.559,1,0.16899999999999998,0.00798,0.0,0.495,0.794,74.007,226293,4,60,52,0
6757,2000,Banda Arkangel R-15,Juana La Taquera,0.516,0.5479999999999999,10,-7.561,1,0.228,0.701,0.0,0.0932,0.9640000000000001,173.81799999999998,187093,3,29,49,0
6758,2012,Big Daddy Weave,Overwhelmed,0.527,0.639,0,-6.827999999999999,1,0.0386,0.0752,0.0,0.105,0.19699999999999998,148.015,329027,3,54,58,0
6759,2017,gianni & kyle,pop a pill,0.688,0.551,0,-6.2989999999999995,0,0.22899999999999998,0.184,0.0,0.159,0.5579999999999999,162.118,180808,4,64,65,0
6760,2012,Lullaby Renditions,Twinkle Twinkle Little Star,0.667,0.0214,2,-21.158,1,0.046,0.429,0.0301,0.11699999999999999,0.359,128.061,206250,4,32,46,0
6761,2013,Cast - Sofia the First,Anything,0.578,0.7959999999999999,1,-4.467,1,0.0391,0.28300000000000003,0.121,0.109,0.622,101.977,164053,4,38,46,0
6762,2009,Janet Jackson,I Get Lonely,0.812,0.493,7,-6.627000000000001,0,0.0433,0.20800000000000002,1.64e-06,0.0696,0.579,125.096,241493,4,29,70,0
6763,2015,Matisse,La Misma Luna,0.496,0.522,3,-7.252000000000001,1,0.0322,0.5760000000000001,3.07e-06,0.128,0.365,149.988,195653,4,59,62,0
6764,2001,Jagged Edge,Where the Party At - LP Mix,0.8140000000000001,0.657,5,-6.836,0,0.11,0.267,1.68e-06,0.0898,0.873,97.029,234067,4,26,65,0
6765,2008,Darius Rucker,Drinkin' And Dialin',0.5760000000000001,0.711,4,-6.018,1,0.0305,0.0313,0.0,0.353,0.5770000000000001,131.764,184720,3,30,70,0
6766,2017,Lupe Fiasco,Jump (feat. Gizzle),0.79,0.762,6,-5.704,0,0.243,0.0418,0.0,0.087,0.96,75.54899999999999,274910,4,57,71,0
6767,2009,Diego Verdaguer,Corazón De Papel,0.514,0.5710000000000001,4,-14.127,1,0.0347,0.445,0.006840000000000001,0.102,0.912,174.261,228853,4,39,61,0
6768,2011,Panic! At The Disco,Ready to Go [Get Me Out Of My Mind],0.57,0.922,0,-5.433,1,0.0424,0.000463,0.000188,0.363,0.32,135.01,217027,4,62,88,0
6769,2015,Marina and the Diamonds,Weeds,0.505,0.6629999999999999,5,-8.136000000000001,1,0.0328,0.0282,2.36e-06,0.10400000000000001,0.18,124.992,247560,4,41,75,0
6771,2015,Kendrick Lamar,The Blacker The Berry,0.5529999999999999,0.852,10,-4.08,0,0.305,0.00713,0.0,0.46299999999999997,0.27,176.058,328827,4,61,91,0
6772,2010,Los Angeles De Charly,Cuando Te Enamoras,0.526,0.589,0,-3.938,1,0.0293,0.38,0.0,0.0934,0.657,160.132,240293,4,37,62,0
6773,2007,Elvenking,The Divided Heart,0.513,0.846,8,-4.353,1,0.0408,2.61e-05,1.0300000000000001e-05,0.10400000000000001,0.48700000000000004,119.93299999999999,278267,4,44,48,0
6774,2008,John Powell,Somebody's Gerry,0.184,0.0191,9,-29.369,1,0.0471,0.938,0.0692,0.0651,0.0376,54.965,102653,4,34,63,0
6775,2017,Rise Against,Welcome To The Breakdown,0.33399999999999996,0.983,1,-1.71,1,0.14300000000000002,0.000678,0.0,0.363,0.325,169.972,183053,4,50,75,0
6776,2016,Thousand Foot Krutch,Running With Giants,0.541,0.818,11,-5.505,0,0.0782,0.000294,0.0,0.22699999999999998,0.57,157.983,248866,4,49,68,0
6777,2016,Various Artists,Tala Returns,0.222,0.0862,2,-24.819000000000003,0,0.043,0.821,0.722,0.0879,0.0383,95.95200000000001,61987,3,45,8,0
6778,2004,Interpol,Next Exit,0.37200000000000005,0.752,0,-5.525,1,0.0339,0.188,0.82,0.192,0.147,85.726,200227,4,32,70,0
6779,2001,Gangsta Boo,Hard Not 2 Kill,0.847,0.858,11,-5.886,0,0.18100000000000002,0.113,0.0,0.233,0.722,135.851,308707,4,22,47,0
6780,2011,Lee Carr,Song For The Broken Hearted,0.618,0.541,9,-8.425,1,0.0352,0.22399999999999998,0.0,0.128,0.251,150.012,245107,4,35,27,0
6781,2009,Regina Spektor,Human Of The Year,0.402,0.2,9,-9.058,1,0.0337,0.79,0.00145,0.111,0.0779,95.70299999999999,247867,4,30,66,0
6782,2016,She & Him,Happy Holiday,0.562,0.29,5,-10.427,1,0.0474,0.919,1.93e-06,0.124,0.361,72.88,132013,4,41,59,0
6783,2010,Blaze Foley,Big Cheeseburgers & Good French Fries,0.5920000000000001,0.28,11,-14.453,1,0.0495,0.9059999999999999,0.00122,0.109,0.631,107.384,134773,4,40,47,0
6784,2015,Major Lazer,Light It Up - Remix,0.747,0.877,9,-3.782,0,0.0664,0.0375,0.000833,0.233,0.752,107.991,166138,4,71,83,0
6785,2008,Whitey Morgan and the 78's,I'm on Fire,0.564,0.629,9,-7.277,1,0.0272,0.0942,0.387,0.192,0.34600000000000003,93.969,196680,4,54,54,0
6786,2016,Ellie Goulding,Still Falling For You - Jonas Blue Remix,0.6779999999999999,0.748,1,-7.626,1,0.0436,0.321,0.0,0.305,0.532,123.009,188053,4,53,82,0
6787,2013,Newsboys,Fishers Of Men,0.496,0.985,0,-2.574,1,0.0733,0.000178,5.69e-06,0.151,0.7170000000000001,149.986,186827,4,35,61,0
6788,2001,Jeff Mangum,Up and over We Go,0.336,0.847,5,-9.392999999999999,1,0.508,0.795,0.0919,0.424,0.5479999999999999,69.348,172507,4,20,34,0
6789,2003,Cold,Remedy,0.44299999999999995,0.856,5,-3.775,0,0.049,9.81e-05,3e-06,0.233,0.522,139.94899999999998,177800,4,30,89,0
6790,2016,Birdtalker,My Lover,0.32799999999999996,0.185,0,-12.1,1,0.0365,0.83,7.3e-05,0.11699999999999999,0.0923,71.454,269596,4,57,60,0
6792,2005,From First To Last,(Untitled Hidden Track),0.275,0.873,7,-6.284,1,0.20800000000000002,0.0388,0.00243,0.129,0.16899999999999998,152.4,316533,3,28,53,0
6793,2017,Bill Charlap Trio,"Uptown, Downtown",0.5920000000000001,0.231,6,-16.445999999999998,0,0.0371,0.833,0.9109999999999999,0.0992,0.377,62.693000000000005,360354,4,52,48,0
